"BK_CLIENTE","COD_CLIENTE","LOJA_CLIENTE","NOME_CLIENTE","SEGMENTACAO_ATIVIDADE_1","INSTANCIA"
"P |01|SA1T10|D MG|FTD12501","FTD125","01","CLIENTE FATURAMENTO CT125               ","      ","01"
"P |01|SA1T10|D MG|FTD12502","FTD125","02","CLIENTE FATURAMENTO CT125               ","      ","01"
"P |01|SA1T10|D MG|FTD12601","FTD126","01","CLIENTE FATURAMENTO CT126               ","      ","01"
"P |01|SA1T10|D MG|FTD12701","FTD127","01","CLIENTE FATURAMENTO CT127               ","      ","01"
"P |01|SA1T10|D MG|FTD12801","FTD128","01","CLIENTE FATURAMENTO CT128               ","      ","01"
"P |01|SA1T10|D MG|FTD12901","FTD129","01","CLIENTE FATURAMENTO CT129               ","      ","01"
"P |01|SA1T10|D MG|FTD13001","FTD130","01","CLIENTE FATURAMENTO CT130               ","      ","01"
"P |01|SA1T10|D MG|FTD13101","FTD131","01","CLIENTE FATURAMENTO CT131               ","      ","01"
"P |01|SA1T10|D MG|FTD13501","FTD135","01","FAT TIR CT135 MATA030 DELECAO           ","      ","01"
"P |01|SA1T10|D MG|FTD13901","FTD139","01","FAT TIR CT139 CRMA980 DELECAO           ","      ","01"
"P |01|SA1T10|D MG|FTD15901","FTD159","01","CT159 EXCLUSAO FAT X GFE                ","      ","01"
"P |01|SA1T10|D MG|FTD17301","FTD173","01","CT173 MATA030                           ","      ","01"
"P |01|SA1T10|D MG|FTI03301","FTI033","01","CLIENTE FATURAMENTO C/ SEGMENTO         ","      ","01"
"P |01|SA1T10|D MG|FTR00201","FTR002","01","CT001 - CRMA400 - ESTRUTURA CL          ","      ","01"
"P |01|SA1T10|D MG|FTR00202","FTR002","02","CT002 - CRMA400 - ESTRUTURA CL          ","      ","01"
"P |01|SA1T10|D MG|FTR00301","FTR003","01","CLIENTE FAT JURÍDICA - RISCO E          ","      ","01"
"P |01|SA1T10|D MG|FTR00401","FTR004","01","CLIENTE API CUSTOMERCREDITLIMIT         ","      ","01"
"P |01|SA1T10|D MG|FTR00402","FTR004","02","CLIENTE API CUSTOMERCREDITLIMIT         ","      ","01"
"P |01|SA1T10|D MG|FTR00501","FTR005","01","CLIENTE FTR005 - REGIAO 001 - NORTE     ","      ","01"
"P |01|SA1T10|D MG|FTR00601","FTR006","01","CLIENTE FATURAMENTO C/E-MAIL            ","      ","01"
"P |01|SA1T10|D MG|FTR00602","FTR006","02","CLIENTE FATURAMENTO C/E-MAIL            ","      ","01"
"P |01|SA1T10|D MG|FTR00701","FTR007","01","CLIENTE FAT - RISCO A - MATA461         ","      ","01"
"P |01|SA1T10|D MG|FTR00801","FTR008","01","CLIENTE NATUREZA BLOQUEADA - MATA415    ","      ","01"
"P |01|SA1T10|D MG|FTRISS01","FTRISS","01","CLINTE FAT COM ISS - SP - MATA521       ","      ","01"
"P |01|SA1T10|D MG|FTSRV101","FTSRV1","01","CLIENTE SERVICO PMS - FATA530           ","      ","01"
"P |01|SA1T10|D MG|FTU00201","FTU002","01","FTU002 ALTERACAO TIR MATA030            ","      ","01"
"P |01|SA1T10|D MG|FTU07301","FTU073","01","FAT TIR CT073 MATA461                   ","      ","01"
"P |01|SA1T10|D MG|FTU13201","FTU132","01","CLIENTE FATURAMENTO CT132               ","      ","01"
"P |01|SA1T10|D MG|FTU13401","FTU134","01","FAT TIR CT134 CT136 MATA030 ALTERACAO   ","      ","01"
"P |01|SA1T10|D MG|FTU13801","FTU138","01","FAT TIR CT138 CT140 CRMA980 ALTERACAO   ","      ","01"
"P |01|SA1T10|D MG|FTU16101","FTU161","01","CT161 ALTERACAO FAT X GFE               ","      ","01"
"P |01|SA1T10|D MG|FTU16201","FTU162","01","CT162 FATURAMENTO                       ","      ","01"
"P |01|SA1T10|D MG|FTU16401","FTU164","01","CT164 FATURAMENTO                       ","      ","01"
"P |01|SA1T10|D MG|FTU17001","FTU170","01","CT170 FATURAMENTO                       ","      ","01"
"P |01|SA1T10|D MG|FTU17701","FTU177","01","CLIENTE FAT C/RG IGUAIS-MV_VALCPF=1     ","      ","01"
"P |01|SA1T10|D MG|FTU17702","FTU177","02","CLIENTE FAT C/RG IGUAIS-MV_VALCPF=1     ","      ","01"
"P |01|SA1T10|D MG|GCP00101","GCP001","01","GCP001                                  ","      ","01"
"P |01|SA1T10|D MG|GCP00201","GCP002","01","GCP002                                  ","      ","01"
"P |01|SA1T10|D MG|GCT-0101","GCT-01","01","GCT-CNTA300 EXCLUSIVO 001               ","      ","01"
"P |01|SA1T10|D MG|GCT-0201","GCT-02","01","GCT-CNTA300 EXCLUSIVO 002               ","      ","01"
"P |01|SA1T10|D MG|GCT-0301","GCT-03","01","GCT-CNTA300 EXCLUSIVO 003               ","      ","01"
"P |01|SA1T10|D MG|GCT-0401","GCT-04","01","GCT-CNTA300 EXCLUSIVO 004               ","      ","01"
"P |01|SA1T10|D MG|GCT-0501","GCT-05","01","GCT-CNTA300 EXCLUSIVO 005               ","      ","01"
"P |01|SA1T10|D MG|GCT00101","GCT001","01","CLIENTE GCT CNTA300 001                 ","      ","01"
"P |01|SA1T10|D MG|GCT00102","GCT001","02","GCT001                                  ","      ","01"
"P |01|SA1T10|D MG|GCT00201","GCT002","01","CLIENTE GCT 002                         ","      ","01"
"P |01|SA1T10|D MG|GCT00301","GCT003","01","GCT003                                  ","      ","01"
"P |01|SA1T10|D MG|GCT00401","GCT004","01","GCT004                                  ","      ","01"
"P |01|SA1T10|D MG|GCT01","GCT   ","01","GCT                                     ","      ","01"
"P |01|SA1T10|D MG|GCT12101","GCT121","01","CLIENTE CNTA121 CT104                   ","      ","01"
"P |01|SA1T10|D MG|GCTPF01","GCTPF ","01","GCT PESSOA FISICA CALCULA INSS          ","      ","01"
"P |01|SA1T10|D MG|GFIN0101","GFIN01","01","CLIENTE TESTE GFIN                      ","      ","01"
"P |01|SA1T10|D MG|GRV00101","GRV001","01","CLIENTE PCC + IR BX                     ","      ","01"
"P |01|SA1T10|D MG|GS_00101","GS_001","01","CLIENTE EXCLUSIVO GS 001                ","      ","01"
"P |01|SA1T10|D MG|GS_00201","GS_002","01","CLIENTE GS EXCLUSIVO 002                ","      ","01"
"P |01|SA1T10|D MG|GS_00301","GS_003","01","CLIENTE GS EXCLUSIVO 003                ","      ","01"
"P |01|SA1T10|D MG|GS_00401","GS_004","01","CLIENTE GS EXCLUSIVO 004                ","      ","01"
"P |01|SA1T10|D MG|GTP00101","GTP001","01","GTP001                                  ","      ","01"
"P |01|SA1T10|D MG|GTP00201","GTP002","01","CLIENTE GTP002 - ENCOMENDAS             ","      ","01"
"P |01|SA1T10|D MG|GTP00301","GTP003","01","GTP003 - GETNET CREDITO                 ","      ","01"
"P |01|SA1T10|D MG|GTP00401","GTP004","01","GTP004 - GETNET DEBITO                  ","      ","01"
"P |01|SA1T10|D MG|GTP01001","GTP010","01","CLIENTE SP FICHA/ENCOMENDAS - CT001     ","      ","01"
"P |01|SA1T10|D MG|GTP01101","GTP011","01","CLIENTE MG FICHA/ENCOMENDAS - CT001     ","      ","01"
"P |01|SA1T10|D MG|GTP01301","GTP013","01","CLIENTE REQUISICAO FICHA - CT001        ","      ","01"
"P |01|SA1T10|D MG|GTP11101","GTP111","01","CLIENTE REQUISICAO 1 - 283              ","      ","01"
"P |01|SA1T10|D MG|GTP11201","GTP112","01","CLIENTE REQUISICAO 2 - 283              ","      ","01"
"P |01|SA1T10|D MG|GTP11301","GTP113","01","CLIENTE REQUISICAO 3 - 283              ","      ","01"
"P |01|SA1T10|D MG|GTP11401","GTP114","01","CLIENTE REQUISICAO 4 - 283              ","      ","01"
"P |01|SA1T10|D MG|GTP11501","GTP115","01","CLIENTE REQUISICAO 5 - 283              ","      ","01"
"P |01|SA1T10|D MG|GTP22201","GTP222","01","CLIENTE LOTE 1 - 284                    ","      ","01"
"P |01|SA1T10|D MG|GTP22301","GTP223","01","CLIENTE LOTE 2 - 284                    ","      ","01"
"P |01|SA1T10|D MG|GTP22401","GTP224","01","CLIENTE LOTE 3 - 284                    ","      ","01"
"P |01|SA1T10|D MG|GTP22501","GTP225","01","CLIENTE LOTE 4 - 284                    ","      ","01"
"P |01|SA1T10|D MG|GTP22601","GTP226","01","CLIENTE LOTE 5 - 284                    ","      ","01"
"P |01|SA1T10|D MG|GTP22701","GTP227","01","CLIENTE LOTE 6 - 284                    ","      ","01"
"P |01|SA1T10|D MG|GTPAGESP","GTPAGE","SP","AGENCIA SAO PAULO                       ","      ","01"
"P |01|SA1T10|D MG|GTPBIL01","GTPBIL","01","AGENCIA SAO PAULO                       ","      ","01"
"P |01|SA1T10|D MG|GUAMG01","GUAMG ","01","GUARANESIA MG                           ","      ","01"
"P |01|SA1T10|D MG|HONDA101","HONDA1","01","HONDA 01                                ","      ","01"
"P |01|SA1T10|D MG|INOVAR01","INOVAR","01","CLIENTE TESTE INOVARAUTO                ","      ","01"
"P |01|SA1T10|D MG|IRPCBX01","IRPCBX","01","CLIENTE JURIDICO COM IR E PCC NA BAIXA  ","      ","01"
"P |01|SA1T10|D MG|IRPCCB01","IRPCCB","01","CLIENTE JURIDICO COM IR E PCC NA BAIXA  ","      ","01"
"P |01|SA1T10|D MG|IRPCCE01","IRPCCE","01","CLIENTE JURIDICO COM IR E PCC NA EMISSAO","      ","01"
"P |01|SA1T10|D MG|IRPJBX01","IRPJBX","01","CLIENTE JURIDICO COM IR NA BAIXA        ","      ","01"
"P |01|SA1T10|D MG|IRPPCB01","IRPPCB","01","CLIENTE JURIDICO COM IR E PCC NA BAIXA  ","      ","01"
"P |01|SA1T10|D MG|JCA00101","JCA001","01","CASO AUTOMATICO - JURIDICO              ","      ","01"
"P |01|SA1T10|D MG|JCM00101","JCM001","01","CASO MANUAL - JURIDICO                  ","      ","01"
"P |01|SA1T10|D MG|JCM00201","JCM002","01","SEGUNDO CLIENTE CASO MANUAL             ","      ","01"
"P |01|SA1T10|D MG|JESUSC01","JESUSC","01","JESUS CLIENTE                           ","      ","01"
"P |01|SA1T10|D MG|JFL00101","JFL001","01","JURIDICO - FLUIG                        ","      ","01"
"P |01|SA1T10|D MG|JLP00101","JLP001","01","LEGALPROCESS MINAS                      ","      ","01"
"P |01|SA1T10|D MG|JLT00101","JLT001","01","LEGALTASK 001                           ","      ","01"
"P |01|SA1T10|D MG|JTR00101","JTR001","01","JURIDICO AUTOMACAO TIR                  ","      ","01"
"P |01|SA1T10|D MG|JUR0101","JUR01 ","01","JURA162 - CLIENTE 01 - CT001            ","      ","01"
"P |01|SA1T10|D MG|JUR21919","JUR219","19","JURA219 - CLIENTE - CT001               ","      ","01"
"P |01|SA1T10|D MG|JUR29801","JUR298","01","AUTOMACAO JURA 298                      ","      ","01"
"P |01|SA1T10|D MG|KATRES01","KATRES","01","CLIENTE KATRES                          ","      ","01"
"P |01|SA1T10|D MG|LES00101","LES001","01","IR + PCC                                ","      ","01"
"P |01|SA1T10|D MG|LF00100","LF001 ","00","LF001 - SEM IMP                         ","      ","01"
"P |01|SA1T10|D MG|LF00200","LF002 ","00","LF002 - PCC + IR                        ","      ","01"
"P |01|SA1T10|D MG|LF00300","LF003 ","00","SEM IMPOSTO                             ","      ","01"
"P |01|SA1T10|D MG|LF00400","LF004 ","00","SEM IMPOSTO                             ","      ","01"
"P |01|SA1T10|D MG|LF00500","LF005 ","00","LF005 - IPI                             ","      ","01"
"P |01|SA1T10|D MG|LF00600","LF006 ","00","LF006 - PCC                             ","      ","01"
"P |01|SA1T10|D MG|LF00700","LF007 ","00","LF007 - PCC + IR(BX)                    ","      ","01"
"P |01|SA1T10|D MG|LF00800","LF008 ","00","LF008 - SEM IMPOSTO                     ","      ","01"
"P |01|SA1T10|D MG|LF00900","LF009 ","00","LF009 - SEM IMP                         ","      ","01"
"P |01|SA1T10|D MG|LF01000","LF010 ","00","BARUERI ATACADISTA                      ","      ","01"
"P |01|SA1T10|D MG|LOJ01201","LOJ012","01","CLIENTE PESSOA FISICA VAREJO - CONSUMIDO","      ","01"
"P |01|SA1T10|D MG|LOJ01301","LOJ013","01","CLIENTE PESSOA FISICA VAREJO - TESTE    ","      ","01"
"P |01|SA1T10|D MG|LOJ04501","LOJ045","01","CLIENTE EXTRANGEIRO                     ","      ","01"
"P |01|SA1T10|D MG|LOJ04701","LOJ047","01","ROBERTO ALVARES ALMEIDA                 ","      ","01"
"P |01|SA1T10|D MG|LOJ04707","LOJ047","07","MAYA E RODRIGO CORRETORES ASSOCIADOS LTD","      ","01"
"P |01|SA1T10|D MG|LOJ04801","LOJ048","01","SAMUEL E NATALIA ASSESSORIA JURIDICA ME ","      ","01"
"P |01|SA1T10|D MG|LST00101","LST001","01","PCC + IR                                ","      ","01"
"P |01|SA1T10|D MG|LSTCLI01","LSTCLI","01","LEANDRO SCHUMANN THOMAZ                 ","      ","01"
"P |01|SA1T10|D MG|MAD00101","MAD001","01","JURA098 - CT025                         ","      ","01"
"P |01|SA1T10|D MG|MATR0101","MATR01","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|MATRI301","MATRI3","01","MATRI3                                  ","      ","01"
"P |01|SA1T10|D MG|MN000101","MN0001","01","PIZZARIA DO BARAO                       ","      ","01"
"P |01|SA1T10|D MG|MN000201","MN0002","01","PADARIA DO BARAO                        ","      ","01"
"P |01|SA1T10|D MG|MN000301","MN0003","01","TESTE CNPJ NAO VALIDO                   ","      ","01"
"P |01|SA1T10|D MG|MN000401","MN0004","01","CLIENTE PJ BLOQUEADO                    ","      ","01"
"P |01|SA1T10|D MG|MN000501","MN0005","01","CLIENTE PJ PARA CONCESSAO               ","      ","01"
"P |01|SA1T10|D MG|MN000601","MN0006","01","CLIENTE PJ CONCESSAO SEM CONTATO        ","      ","01"
"P |01|SA1T10|D MG|MN000701","MN0007","01","CLIENTE PJ CONCESSAO PELA PLATAFORMA    ","      ","01"
"P |01|SA1T10|D MG|MRP02501","MRP025","01","CLIENTE AUTOMACAO CT0025                ","      ","01"
"P |01|SA1T10|D MG|MTH00001","MTH000","01","MTH00                                   ","      ","01"
"P |01|SA1T10|D MG|MTH00101","MTH001","01","MTH001                                  ","      ","01"
"P |01|SA1T10|D MG|MTH66601","MTH666","01","MATHEUS TESTE CLIENTE                   ","      ","01"
"P |01|SA1T10|D MG|MTR73001","MTR730","01","FAT MATR730                             ","      ","01"
"P |01|SA1T10|D MG|MUNC0101","MUNC01","01","PJ COM ISS                              ","      ","01"
"P |01|SA1T10|D MG|MUNC0201","MUNC02","01","PJ COM ISS                              ","      ","01"
"P |01|SA1T10|D MG|OMS00101","OMS001","01","CLIENTE OMS 001 - MG                    ","      ","01"
"P |01|SA1T10|D MG|OMS00201","OMS002","01","CLIENTE OMS 002 - SP                    ","      ","01"
"P |01|SA1T10|D MG|OMS00301","OMS003","01","CLIENTE OMS 003 - MG (COCKPIT)          ","      ","01"
"P |01|SA1T10|D MG|OMS12001","OMS120","01","CLIENTE TESTE OMSA120                   ","      ","01"
"P |01|SA1T10|D MG|PCC00101","PCC001","01","PCC + NAT PCC                           ","      ","01"
"P |01|SA1T10|D MG|PCCIR01","PCCIR ","01","PCC + IR                                ","      ","01"
"P |01|SA1T10|D MG|PCCIRE01","PCCIRE","01","PCC E IR EMISSAO                        ","      ","01"
"P |01|SA1T10|D MG|PCO10001","PCO100","01","CLIENTE SIGAPCO                         ","      ","01"
"P |01|SA1T10|D MG|PCO10101","PCO101","01","CLIENTE SIGAPCO                         ","      ","01"
"P |01|SA1T10|D MG|PCP00101","PCP001","01","PCP_AP250_CT031_PA000000000001          ","      ","01"
"P |01|SA1T10|D MG|PCP00201","PCP002","01","PCP_CT037                               ","      ","01"
"P |01|SA1T10|D MG|PDD00101","PDD001","01","CLIENTE PARA PDD001                     ","      ","01"
"P |01|SA1T10|D MG|PDD00201","PDD002","01","CLIENTE PARA PDD002                     ","      ","01"
"P |01|SA1T10|D MG|PDD00301","PDD003","01","CLIENTE PARA PDD003                     ","      ","01"
"P |01|SA1T10|D MG|PDD00401","PDD004","01","CLIENTE PARA PDD004                     ","      ","01"
"P |01|SA1T10|D MG|PDD00501","PDD005","01","CLIENTE PARA PDD005                     ","      ","01"
"P |01|SA1T10|D MG|PDD00601","PDD006","01","CLIENTE PARA PDD006                     ","      ","01"
"P |01|SA1T10|D MG|PDD00701","PDD007","01","CLIENTE PARA PDD007                     ","      ","01"
"P |01|SA1T10|D MG|PDD00801","PDD008","01","CLIENTE PARA PDD008                     ","      ","01"
"P |01|SA1T10|D MG|PDD00901","PDD009","01","CLIENTE PARA PDD009                     ","      ","01"
"P |01|SA1T10|D MG|PDD01001","PDD010","01","CLIENTE PARA PDD010                     ","      ","01"
"P |01|SA1T10|D MG|PDD01101","PDD011","01","CLIENTE PARA PDD011                     ","      ","01"
"P |01|SA1T10|D MG|PDD01201","PDD012","01","CLIENTE PARA PDD012                     ","      ","01"
"P |01|SA1T10|D MG|PDD01301","PDD013","01","CLIENTE PARA PDD013                     ","      ","01"
"P |01|SA1T10|D MG|PDD01401","PDD014","01","CLIENTE PARA PDD014                     ","      ","01"
"P |01|SA1T10|D MG|PDD01501","PDD015","01","CLIENTE PARA PDD015                     ","      ","01"
"P |01|SA1T10|D MG|PEQ00000","PEQ000","00","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|PEQ00100","PEQ001","00","CLIENTE PCC (EMISSAO)                   ","      ","01"
"P |01|SA1T10|D MG|PEQ00200","PEQ002","00","CLINETE ISS EM + PCC BX                 ","      ","01"
"P |01|SA1T10|D MG|PEQ00300","PEQ003","00","TODOS IMPOSTOS                          ","      ","01"
"P |01|SA1T10|D MG|PEQ00800","PEQ008","00","CLIENTE PCC                             ","      ","01"
"P |01|SA1T10|D MG|PEQ00900","PEQ009","00","IRRF + PCC BX                           ","      ","01"
"P |01|SA1T10|D MG|PFSRES01","PFSRES","01","PFS REST                                ","      ","01"
"P |01|SA1T10|D MG|PIX00101","PIX001","01","CLIENTE PIX 001                         ","      ","01"
"P |01|SA1T10|D MG|PIX00201","PIX002","01","CLIENTE C/ PCC E IR - PIX SEM ENV. EMAIL","      ","01"
"P |01|SA1T10|D MG|PIX00301","PIX003","01","CLIENTE COM GERACAO DE PIX              ","      ","01"
"P |01|SA1T10|D MG|PIX00401","PIX004","01","CLIENTE SEM GERACAO DE PIX              ","      ","01"
"P |01|SA1T10|D MG|PIX00501","PIX005","01","CLIENTE COM PIX E PCC                   ","      ","01"
"P |01|SA1T10|D MG|PIX00601","PIX006","01","CLIENTE PIX, PCC E IR NA BAIXA          ","      ","01"
"P |01|SA1T10|D MG|PMR00101","PMR001","01","JOSE ALCIDES FERREIRA                   ","      ","01"
"P |01|SA1T10|D MG|PMS00101","PMS001","01","CLIENTE PMS001 WWWWWWWWWWWWWWWWWWWWWWWWW","      ","01"
"P |01|SA1T10|D MG|PMS00201","PMS002","01","PMS CLIENTE                             ","      ","01"
"P |01|SA1T10|D MG|PMS00301","PMS003","01","CLIENTE PMS003                          ","      ","01"
"P |01|SA1T10|D MG|PMSPAD01","PMSPAD","01","CLIENTE PMS PADRAO - RISCO A            ","      ","01"
"P |01|SA1T10|D MG|PRIETO01","PRIETO","01","CLIENTE PRIETO LOJA 01                  ","      ","01"
"P |01|SA1T10|D MG|R1700101","R17001","01","CLIENTE PCC IRRF INSS ISS               ","      ","01"
"P |01|SA1T10|D MG|R1700201","R17002","01","CLIENTE SEM IMPOSTOS                    ","      ","01"
"P |01|SA1T10|D MG|RA000101","RA0001","01","TESTE RA COM CHEQUE                     ","      ","01"
"P |01|SA1T10|D MG|RFE00101","RFE001","01","CLIENTE PADRAO RFE                      ","      ","01"
"P |01|SA1T10|D MG|RIC00101","RIC001","01","CLIENTE - DSERFINR12187                 ","      ","01"
"P |01|SA1T10|D MG|RND00101","RND001","01","BANCO BRADESCO S/A                      ","      ","01"
"P |01|SA1T10|D MG|RODPCC01","RODPCC","01","CLIENTE JURIDICO COM PCC                ","      ","01"
"P |01|SA1T10|D MG|SIV00100","SIV001","00","CLIENTE PJ S/ IMPOSTOS                  ","      ","01"
"P |01|SA1T10|D MG|SIV00201","SIV002","01","CLIENTE PJ COM PCC                      ","      ","01"
"P |01|SA1T10|D MG|SIV00301","SIV003","01","CLIENTE PJ COM ISS                      ","      ","01"
"P |01|SA1T10|D MG|SIV73101","SIV731","01","CLIENTE PJ S/ IMPOSTOS                  ","      ","01"
"P |01|SA1T10|D MG|SUPPLI01","SUPPLI","01","SUPPLIER ADM. DE CARTOES DE CREDITO S/A ","      ","01"
"P |01|SA1T10|D MG|TEC00101","TEC001","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|TEC00201","TEC002","01","CLIENTE JURIDICO                        ","      ","01"
"P |01|SA1T10|D MG|TEC00301","TEC003","01","CLIENTE TEC 003                         ","      ","01"
"P |01|SA1T10|D MG|TEC00401","TEC004","01","CLIENTE TEC 004                         ","      ","01"
"P |01|SA1T10|D MG|TEC00501","TEC005","01","CLIENTE TEC 005                         ","      ","01"
"P |01|SA1T10|D MG|TEC00601","TEC006","01","CLIENTE TEC 006                         ","      ","01"
"P |01|SA1T10|D MG|TEC00701","TEC007","01","CLIENTE TEC 007                         ","      ","01"
"P |01|SA1T10|D MG|TEC00801","TEC008","01","CLIENTE TEC 008                         ","      ","01"
"P |01|SA1T10|D MG|TEC00901","TEC009","01","CLIENTE TEC 009                         ","      ","01"
"P |01|SA1T10|D MG|TEC01001","TEC010","01","CLIENTE TEC 010                         ","      ","01"
"P |01|SA1T10|D MG|TEC01101","TEC011","01","CLIENTE TEC 011                         ","      ","01"
"P |01|SA1T10|D MG|TEC01201","TEC012","01","CLIENTE TEC 012                         ","      ","01"
"P |01|SA1T10|D MG|TEC01301","TEC013","01","CLIENTE TEC 013                         ","      ","01"
"P |01|SA1T10|D MG|TEC01401","TEC014","01","CLIENTE TEC 014                         ","      ","01"
"P |01|SA1T10|D MG|TEC_0901","TEC_09","01","CLIENTE MEU POSTO                       ","      ","01"
"P |01|SA1T10|D MG|TFC00101","TFC001","01","TFC - PORTAL CLIENTE 001                ","      ","01"
"P |01|SA1T10|D MG|TGV00101","TGV001","01","CLIENTE TOTVS GESTAO DE VENDAS          ","      ","01"
"P |01|SA1T10|D MG|TGVR0101","TGVR01","01","CLIENTE TGV - CT GTSER-T57760           ","      ","01"
"P |01|SA1T10|D MG|TGVR0201","TGVR02","01","CLIENTE PF TGV - SEM CONTATO VINCULADO  ","      ","01"
"P |01|SA1T10|D MG|TGVR0301","TGVR03","01","TGV - CONTATO S/ TELEFONE RELACIONADO   ","      ","01"
"P |01|SA1T10|D MG|TGVR0401","TGVR04","01","CLIENTE TGV - CT PEDIDOS DE VENDAS      ","      ","01"
"P |01|SA1T10|D MG|TGVR0501","TGVR05","01","CLIENTE TGV - BLOQUEADO                 ","      ","01"
"P |01|SA1T10|D MG|TGVR0601","TGVR06","01","CLIENTE ADIANTAMENTO RA - TGV           ","      ","01"
"P |01|SA1T10|D MG|TGVR0701","TGVR07","01","CLIENTE TGV - GTSER-T63257 - POSSUI ASPA","      ","01"
"P |01|SA1T10|D MG|TGVR0801","TGVR08","01","COND PAGAMENTO INVALIDA COM TAB DE PRECO","      ","01"
"P |01|SA1T10|D MG|TIMPOS01","TIMPOS","01","CLIENTE COM TODOS OS IMPOSTOS           ","      ","01"
"P |01|SA1T10|D MG|TINCLI01","TINCLI","01","INTEGRACAO RM                           ","      ","01"
"P |01|SA1T10|D MG|TIR00101","TIR001","01","CLIENTE TIR                             ","      ","01"
"P |01|SA1T10|D MG|TIR11202","TIR112","02","CLIENTE EXCLUSIVO EXECUCAO TIR JURA112  ","      ","01"
"P |01|SA1T10|D MG|TLV00101","TLV001","01","CLIENTE TELEVENDAS SUFRAMA              ","      ","01"
"P |01|SA1T10|D MG|TMC00701","TMC007","01","TMK CT007 TIR TMKA271                   ","      ","01"
"P |01|SA1T10|D MG|TMK00101","TMK001","01","CLIENTE TMK 001                         ","      ","01"
"P |01|SA1T10|D MG|TMK00201","TMK002","01","CLIENTE TMK002                          ","      ","01"
"P |01|SA1T10|D MG|TMK00301","TMK003","01","TMK003                                  ","      ","01"
"P |01|SA1T10|D MG|TMK00401","TMK004","01","TMK004                                  ","      ","01"
"P |01|SA1T10|D MG|TMK00501","TMK005","01","TMK005 - MATA89                         ","      ","01"
"P |01|SA1T10|D MG|TMK00601","TMK006","01","CLIENTE TMK006                          ","      ","01"
"P |01|SA1T10|D MG|TMK00701","TMK007","01","CLIENTE TMK007                          ","      ","01"
"P |01|SA1T10|D MG|TMK00801","TMK008","01","CLIENTE TMK - TIR - TRKXFUN - RISCO A   ","      ","01"
"P |01|SA1T10|D MG|TMK00901","TMK009","01","TMK009 -  TELECOBRANCA                  ","      ","01"
"P |01|SA1T10|D MG|TMK00A01","TMK00A","01","CLIENTE TELEVENDAS 00A                  ","      ","01"
"P |01|SA1T10|D MG|TMK01001","TMK010","01","TMK010 - TELECOBRANCA                   ","      ","01"
"P |01|SA1T10|D MG|TMK11001","TMK110","01","TMK IMPOSTO ZFM E DESCONTO              ","      ","01"
"P |01|SA1T10|D MG|TMK27101","TMK271","01","TMK271                                  ","      ","01"
"P |01|SA1T10|D MG|TMKCLI01","TMKCLI","01","TMKCLIMG 01                             ","      ","01"
"P |01|SA1T10|D MG|TMKCLI02","TMKCLI","02","TMKCLIMG 02                             ","      ","01"
"P |01|SA1T10|D MG|TMKLIQ01","TMKLIQ","01","TMK TLC LIQUIDACAO                      ","      ","01"
"P |01|SA1T10|D MG|TMKR0101","TMKR01","01","TMKR01 - TELEVENDAS                     ","      ","01"
"P |01|SA1T10|D MG|TMKSNC01","TMKSNC","01","TELEVENDAS SIMPLES NACIONAL             ","      ","01"
"P |01|SA1T10|D MG|TMKTLC01","TMKTLC","01","TELECOBRANCA TMKA290                    ","      ","01"
"P |01|SA1T10|D MG|TMR00101","TMR001","01","CLIENTE TMR001                          ","      ","01"
"P |01|SA1T10|D MG|TSFIN100","TSFIN1","00","TESTE SISTEMICO                         ","      ","01"
"P |01|SA1T10|D MG|TSS00101","TSS001","01","TSS001-NFE-MDE-PADRAO                   ","      ","01"
"P |01|SA1T10|D MG|TSS00201","TSS002","01","TSS002-NFE                              ","      ","01"
"P |01|SA1T10|D MG|TSS00301","TSS003","01","TSS - HORIZONTINA                       ","      ","01"
"P |01|SA1T10|D MG|TSS00401","TSS004","01","TSS - CLIENTE SUFRAMA                   ","      ","01"
"P |01|SA1T10|D MG|TSS00501","TSS005","01","TSS005-NFSE -BH                         ","      ","01"
"P |01|SA1T10|D MG|TSS00701","TSS007","01","TSS EXPORTACAO                          ","      ","01"
"P |01|SA1T10|D MG|TSS00801","TSS008","01","TSS PRIMAVERA DO LESTE                  ","      ","01"
"P |01|SA1T10|D MG|TSS00901","TSS009","01","TSS - ZFM - NFE DEVOLUCAO SOLID.        ","      ","01"
"P |01|SA1T10|D MG|TSS01001","TSS010","01","NFE SUFRAMA                             ","      ","01"
"P |01|SA1T10|D MG|TSS01101","TSS011","01","CLIENTE NFE C/ ISS RETIDO               ","      ","01"
"P |01|SA1T10|D MG|TSS01201","TSS012","01","TSS NFSE TIPO LOGRADOURO                ","      ","01"
"P |01|SA1T10|D MG|TSS01301","TSS013","01","CLIENTE NFE C/ ISS RETIDO               ","      ","01"
"P |01|SA1T10|D MG|TSS01401","TSS014","01","CLIENTE TSS NFSE ITAJAI                 ","      ","01"
"P |01|SA1T10|D MG|TSS01501","TSS015","01","TSS CLIENTE SUFRAMA - SOLIDARIO         ","      ","01"
"P |01|SA1T10|D MG|TSS01601","TSS016","01","TSS CLIENTE USO DENEGADO                ","      ","01"
